furry_status,age,gender,gender_alignment,orientation,country,religion,occupation,education,howfurry,howoften_write,howoften_draw,opinion_artwork,opinion_writing,opinion_online_communities,opinion_conventions,opinion_fursuiting,importance_artwork,importance_writing,importance_online_communities,importance_conventions,importance_fursuiting
fur_fan,24,"Male, completely",cisgender,Mostly homosexual,nz,Agnostic,unemployed,some_highschool,2,Never,Never,10,9,,7,8,9,9,10,8,8
fur_fan,19,Genderqueer/genderfluid,complicated,Pansexual,us,,student,ongoing_highschool,4,Less than once a year,Several times a month,9,6,,8,10,8,7,10,10,10
furry_lifestyler,1,Neutrois/agender,complicated,Other,us,Agnostic,student,ongoing_university,10,Never,Several times a month,10,10,,10,10,10,7,10,10,10
furry,17,"Male, completely",cisgender,Mostly heterosexual,us,Atheist,student,ongoing_highschool,9,Never,Daily,10,10,,10,10,10,10,10,10,10
furry,1,"Male, completely",cisgender,Mostly heterosexual,us,Atheist,student,ongoing_highschool,9,Daily,Daily,10,10,,,10,10,8,10,10,10
furry,13,"Male, completely",cisgender,Mostly heterosexual,us,,student,some_university,5,Daily,Never,8,10,,8,8,10,9,9,10,8
furry,19,"Male, completely",cisgender,"Bisexual, leaning heterosexual",us,"Christian, Catholic",technical_it,technical_college,10,Less than once a year,Daily,10,5,,10,10,10,6,10,10,10
furry,21,Genderqueer/genderfluid,complicated,Mostly homosexual,co,Atheist,student,ongoing_university,9,Never,Monthly,10,6,,10,10,10,4,10,8,7
furry,30,"Male, completely",cisgender,Mostly homosexual,us,Atheist,student,ongoing_university,4,Never,Weekly,10,9,,,10,8,7,8,9,10
furry,23,Mostly male,cisgender,Mostly heterosexual,us,"Christian, Catholic",student,ongoing_university,4,Never,Weekly,9,8,,8,6,9,7,10,7,5
furry,24,"Male, completely",cisgender,Bisexual,us,Atheist,student,technical_college,6,Less than once a year,Never,10,7,,10,,10,3,10,9,9
furry,21,"Female, completely",cisgender,Mostly heterosexual,us,,student,ongoing_university,9,Never,Daily,10,10,,10,10,10,10,10,10,10
furry,18,"Male, completely",cisgender,Mostly heterosexual,us,Atheist,student,ongoing_highschool,10,Daily,Daily,10,9,,8,8,10,10,10,10,10
fur_fan,20,"Male, completely",cisgender,Completely homosexual,us,Atheist,student,graduate_highschool,4,Never,Several times a month,10,8,,8,7,10,10,7,10,10
furry,29,"Male, completely",cisgender,Mostly homosexual,us,Atheist,government_armed_service,graduate_university,6,Never,Never,10,7,,10,10,10,6,10,10,9
furry,20,"Female, completely",cisgender,Asexual,us,Agnostic,student,graduate_highschool,10,Several times a year,Daily,9,7,,10,10,10,10,5,7,10
furry,29,"Male, completely",cisgender,Other,us,Jewish,technical_it,graduate_university,8,Less than once a year,Less than once a year,10,10,,10,10,10,10,10,10,10
furry,29,Mostly male,cisgender,Pansexual,us,,Other,graduate_postcollege,7,Never,Monthly,10,5,,8,9,10,5,8,10,10
furry,30,"Male, completely",cisgender,"Bisexual, leaning homosexual",us,Agnostic,technical_it,graduate_university,10,Less than once a year,Never,10,6,,10,10,10,5,10,10,10
furry,20,Mostly male,transgender,Pansexual,us,Agnostic,student,ongoing_highschool,7,Never,Weekly,10,10,,10,10,10,10,10,10,10
furry,40,Mostly male,cisgender,Mostly homosexual,ca,Atheist,unemployed,graduate_university,9,Less than once a year,Never,8,6,,5,5,10,5,10,10,9
furry_lifestyler,22,"Male, completely",cisgender,Bisexual,us,Pagan,student,technical_college,8,Monthly,Monthly,8,5,,5,6,8,6,10,6,6
furry,28,"Male, completely",cisgender,Mostly homosexual,us,"Christian, Catholic",sales_support,graduate_university,7,Less than once a year,Never,8,7,,8,9,8,8,8,9,9
furry,30,"Male, completely",cisgender,Completely homosexual,us,Atheist,Other,advanced_degree,5,Never,Never,8,3,,10,8,8,3,8,8,6
furry,30,"Male, completely",cisgender,Mostly homosexual,us,Atheist,technical_it,some_university,9,Never,Never,10,9,,9,10,10,8,8,8,8
fur_fan,24,"Male, completely",cisgender,Completely homosexual,de,Atheist,student,ongoing_university,3,Never,Never,10,9,,5,6,8,9,9,9,10
furry,27,Mostly male,cisgender,"Bisexual, leaning homosexual",us,,student,ongoing_university,6,Monthly,Less than once a year,9,10,,4,8,8,6,10,10,10
furry,26,"Male, completely",cisgender,Completely homosexual,us,Atheist,Other,technical_college,7,Never,Less than once a year,,,,,,10,8,10,8,7
Other,16,Other,complicated,Other,za,,unemployed,Other,10,Daily,Daily,10,10,,10,10,10,10,10,10,10
furry,29,"Male, completely",cisgender,Asexual,us,Atheist,professional,graduate_university,8,Never,Several times a year,10,8,,10,10,10,10,10,10,10
furry,2,Neutrois/agender,complicated,Other,us,Atheist,student,ongoing_university,7,Several times a year,Daily,7,6,,3,4,1,1,1,1,1
fur_fan,25,"Male, completely",cisgender,Mostly homosexual,us,Agnostic,creative_nonfurry,graduate_university,4,Never,Less than once a year,9,8,,8,8,8,7,8,8,7
furry,25,"Male, completely",cisgender,Completely homosexual,us,Agnostic,student,ongoing_postcollege,7,Never,Never,9,3,,1,7,10,3,10,7,8
furry,16,"Male, completely",cisgender,Mostly homosexual,ca,Buddhist,student,ongoing_highschool,6,Yearly,Less than once a year,10,10,,,,10,9,10,9,10
furry,35,"Male, completely",cisgender,Mostly homosexual,cl,"Christian, Catholic",sales_support,graduate_university,8,Less than once a year,Never,10,8,,10,10,10,9,10,10,10
furry,24,"Male, completely",cisgender,"Bisexual, leaning homosexual",de,Atheist,student,ongoing_university,4,Yearly,Never,10,8,,7,6,10,6,8,9,8
furry,27,Mostly male,transgender,Bisexual,gb,,student,some_university,7,Monthly,Monthly,8,8,,9,9,10,9,10,10,9
fur_fan,18,"Male, completely",cisgender,Completely heterosexual,us,,student,graduate_highschool,6,Never,Daily,10,7,,1,1,10,6,1,1,1
furry,18,"Male, completely",cisgender,Mostly homosexual,fr,,student,ongoing_highschool,8,Never,Never,9,7,,6,6,10,4,9,7,7
furry,18,Mostly male,cisgender,"Bisexual, leaning heterosexual",sg,Atheist,student,ongoing_highschool,10,Less than once a year,Weekly,10,10,,9,10,10,8,9,7,7
furry,21,"Female, completely",cisgender,Completely homosexual,us,,student,ongoing_university,8,Several times a year,Several times a month,9,6,,9,8,8,3,8,7,5
furry,21,"Male, completely",cisgender,Completely homosexual,gb,Atheist,student,technical_college,7,Never,Less than once a year,10,8,,9,9,8,8,8,8,8
fur_fan,19,"Male, completely",cisgender,Completely homosexual,hu,Atheist,student,ongoing_highschool,8,Never,Never,10,8,,5,5,10,9,10,10,7
furry,38,"Male, completely",cisgender,Completely homosexual,us,Agnostic,government_armed_service,graduate_university,6,Never,Less than once a year,10,8,,8,8,10,8,10,10,10
furry,30,"Male, completely",cisgender,Completely heterosexual,ca,Atheist,professional,graduate_university,2,Weekly,Several times a month,10,8,,1,1,9,6,,,
furry,24,"Male, completely",cisgender,Pansexual,us,Atheist,technical_it,graduate_university,4,Never,Yearly,9,4,,8,9,9,5,7,9,8
fur_fan,34,Mostly male,complicated,"Bisexual, leaning heterosexual",us,Agnostic,administrative,graduate_highschool,4,Never,Never,8,6,,8,8,8,9,9,9,8
furry,16,"Male, completely",cisgender,"Bisexual, leaning homosexual",us,Agnostic,unemployed,some_highschool,3,Never,Never,9,9,,9,8,10,9,10,9,8
Other,24,"Male, completely",cisgender,"Bisexual, leaning heterosexual",us,Atheist,sales_support,graduate_university,7,Never,Weekly,10,,,10,,10,5,10,10,4
furry,25,"Male, completely",cisgender,Completely homosexual,us,Agnostic,sales_support,some_university,7,Never,Never,10,9,,8,10,10,8,9,8,10
Other,24,Mostly male,transgender,"Bisexual, leaning homosexual",us,,student,ongoing_university,3,Less than once a year,Several times a year,10,10,,4,5,10,9,8,7,7
furry,23,Neutrois/agender,transgender,Completely heterosexual,ca,Pagan,Other,graduate_highschool,7,Never,Yearly,10,10,,10,10,8,10,10,10,10
furry,17,"Male, completely",cisgender,"Bisexual, leaning heterosexual",id,"Christian, Catholic",student,graduate_highschool,4,Weekly,Daily,10,9,,10,10,8,8,10,10,9
furry,16,"Male, completely",cisgender,Pansexual,br,Atheist,student,ongoing_highschool,8,Never,Several times a month,10,9,,10,10,10,8,10,10,9
furry_related,18,"Female, completely",cisgender,Mostly heterosexual,br,Atheist,student,ongoing_university,2,,,8,5,,5,5,,,,,
furry,25,"Male, completely",cisgender,Mostly heterosexual,us,,student,ongoing_postcollege,7,Never,Never,10,4,,8,9,10,8,9,10,10
furry,25,"Male, completely",cisgender,Mostly homosexual,de,"Christian, Catholic",student,ongoing_postcollege,7,Less than once a year,Never,9,3,,10,6,10,10,4,10,7
furry,19,Mostly male,cisgender,Pansexual,de,Atheist,student,ongoing_highschool,9,Never,Never,9,,,,9,6,6,10,9,5
furry,20,"Male, completely",cisgender,Mostly heterosexual,ca,Agnostic,technical_it,graduate_highschool,5,Never,Never,9,5,,5,8,9,7,10,8,8
furry,20,"Male, completely",cisgender,Completely homosexual,us,Atheist,student,graduate_highschool,3,Never,Yearly,8,,,9,8,10,2,10,5,4
furry_adjacent,30,"Female, completely",cisgender,"Bisexual, leaning heterosexual",us,Agnostic,creative_nonfurry,some_university,4,Never,Several times a month,9,5,,3,1,10,7,10,5,8
furry,40,Mostly male,cisgender,Pansexual,us,Agnostic,government_armed_service,technical_college,9,Daily,Less than once a year,10,10,,10,7,10,10,10,10,10
furry,29,Equal parts male and female,transgender,Pansexual,us,Agnostic,administrative,graduate_university,10,Daily,Less than once a year,10,9,,8,10,10,9,9,8,9
furry,22,"Male, completely",cisgender,"Bisexual, leaning homosexual",us,Agnostic,student,ongoing_university,4,Never,Never,10,9,,5,5,9,8,9,7,5
furry_related,21,"Male, completely",cisgender,Asexual,us,Atheist,student,ongoing_university,2,Never,Yearly,5,5,,5,5,5,4,6,6,4
nonfurry,20,Non-binary (not otherwise specified),complicated,Asexual,us,"Christian, Protestant",unemployed,some_highschool,1,Never,Several times a year,8,2,,1,1,10,4,9,8,5
furry,23,"Female, completely",cisgender,Completely heterosexual,us,Atheist,unemployed,some_university,6,Never,Daily,9,4,,9,8,7,7,10,10,7
furry,17,Non-binary (not otherwise specified),transgender,Completely homosexual,us,Pagan,student,ongoing_highschool,5,Never,Never,2,8,,2,4,7,7,7,9,9
furry,24,"Male, completely",cisgender,Bisexual,us,Atheist,professional,ongoing_postcollege,8,Yearly,Never,10,7,,9,9,10,6,8,9,8
fur_fan,22,"Male, completely",cisgender,Completely heterosexual,us,"Christian, Protestant",student,ongoing_university,6,Several times a month,Less than once a year,10,6,,3,3,10,8,10,5,5
furry_adjacent,27,"Male, completely",cisgender,Pansexual,us,Agnostic,technical_it,graduate_university,5,Daily,Less than once a year,10,7,,7,5,10,10,10,7,5
Other,23,"Male, completely",cisgender,"Bisexual, leaning homosexual",us,Agnostic,sales_support,graduate_highschool,5,Never,Never,10,10,,10,10,10,,10,10,10
furry,18,"Male, completely",cisgender,Mostly homosexual,ca,"Christian, Catholic",student,ongoing_highschool,6,Never,Never,10,10,,9,10,10,7,10,8,7
furry,16,"Male, completely",cisgender,Mostly heterosexual,us,Atheist,student,ongoing_highschool,6,Never,Less than once a year,10,5,,9,10,10,6,10,8,9
nonfurry,16,"Female, completely",cisgender,Pansexual,us,Atheist,student,ongoing_highschool,2,,,,,,,,10,7,9,8,10
fur_fan,18,"Male, completely",cisgender,"Bisexual, leaning heterosexual",us,Atheist,student,ongoing_highschool,2,Never,Never,10,9,,9,7,10,8,9,10,10
furry_adjacent,20,"Male, completely",cisgender,Pansexual,us,Pagan,student,graduate_highschool,2,Never,Never,7,,,,6,10,8,10,10,9
furry,26,"Male, completely",cisgender,Bisexual,us,"Christian, Catholic",unemployed,graduate_highschool,5,Less than once a year,Never,10,10,,5,5,9,9,10,9,5
fur_fan,21,"Male, completely",cisgender,Pansexual,us,,student,some_highschool,9,Daily,Weekly,6,9,,8,6,10,10,10,10,7
furry,23,"Male, completely",cisgender,Mostly heterosexual,fr,Atheist,student,ongoing_university,10,Never,Never,8,7,,8,10,10,5,10,3,9
furry,20,"Female, completely",transgender,Pansexual,au,,government_armed_service,technical_college,3,Less than once a year,Never,9,9,,9,8,9,4,10,9,8
furry,27,"Male, completely",cisgender,Mostly heterosexual,us,Atheist,technical_it,technical_college,4,Less than once a year,Never,9,8,,10,10,9,8,9,9,9
fur_fan,24,"Male, completely",cisgender,Asexual,it,Agnostic,student,some_highschool,6,Never,Several times a year,10,10,,10,9,9,9,10,10,9
furry,19,"Male, completely",cisgender,Asexual,us,"Christian, Protestant",student,graduate_highschool,4,Never,Several times a year,9,,,,7,9,7,10,9,8
furry,17,"Male, completely",cisgender,Mostly heterosexual,gb,Atheist,student,ongoing_highschool,9,Never,Weekly,10,5,,5,8,9,7,10,10,10
furry_adjacent,0,"Male, completely",cisgender,Completely homosexual,gb,Atheist,student,ongoing_highschool,6,Weekly,Never,10,6,,5,7,10,10,10,10,8
fur_fan,60,"Male, completely",cisgender,"Bisexual, leaning homosexual",ca,Agnostic,unemployed,technical_college,8,Yearly,Never,8,9,,8,8,10,4,10,8,8
furry,16,"Male, completely",cisgender,Completely heterosexual,us,"Christian, Catholic",student,some_highschool,7,Never,Weekly,10,5,,10,10,10,1,10,10,10
fur_fan,17,"Male, completely",transgender,Completely homosexual,eg,"Christian, Orthodox",student,Other,10,Never,Never,10,1,,1,1,10,1,1,1,1
Other,18,Neutrois/agender,transgender,Pansexual,au,Agnostic,student,ongoing_highschool,1,Never,Less than once a year,7,4,,5,7,7,7,8,4,6
furry,30,Mostly male,complicated,Mostly homosexual,ru,,technical_it,some_university,8,Never,Several times a month,10,9,,9,8,9,7,6,6,6
furry,18,"Male, completely",transgender,Pansexual,us,Atheist,student,ongoing_highschool,8,Less than once a year,Daily,10,10,,10,10,10,10,10,10,9
furry,20,"Male, completely",cisgender,Mostly homosexual,us,Atheist,student,ongoing_university,5,Yearly,Never,10,6,,,,10,6,10,7,6
furry,15,Genderqueer/genderfluid,transgender,Pansexual,us,,student,Other,10,Never,Never,10,7,,8,5,7,5,10,8,5
furry,17,"Male, completely",cisgender,"Bisexual, leaning heterosexual",us,Atheist,student,ongoing_highschool,10,Several times a year,Several times a month,10,9,,,10,9,7,10,10,9
furry,19,"Male, completely",cisgender,"Bisexual, leaning homosexual",us,,student,graduate_highschool,5,Monthly,Monthly,6,2,,3,9,9,8,10,9,7
furry,20,"Male, completely",cisgender,Mostly heterosexual,br,Atheist,student,ongoing_university,8,Never,Never,8,10,,7,4,9,8,8,10,3
furry_related,21,Equal parts male and female,complicated,Bisexual,us,"Christian, Protestant",student,technical_college,2,,Monthly,10,5,,1,1,8,2,8,5,5
fur_fan,23,"Male, completely",cisgender,Mostly heterosexual,fr,Agnostic,student,ongoing_university,3,Never,Never,10,,,,,10,3,9,8,8
Other,19,Other,cisgender,Other,br,Agnostic,unemployed,graduate_highschool,5,,,10,10,,10,10,10,8,10,10,10
furry,27,"Male, completely",cisgender,Completely heterosexual,fi,Agnostic,unemployed,graduate_highschool,8,Never,Never,9,5,,7,5,10,9,10,10,8
fur_fan,25,"Male, completely",cisgender,Mostly heterosexual,us,Agnostic,student,technical_college,2,Several times a year,Daily,10,8,,7,5,9,8,10,8,9
furry,26,Neutrois/agender,complicated,Pansexual,fi,Agnostic,creative_furry,graduate_highschool,10,Never,Weekly,9,2,,10,10,10,5,10,10,10
furry,23,"Male, completely",cisgender,"Bisexual, leaning homosexual",ca,Atheist,Other,graduate_highschool,5,Weekly,Never,9,9,,7,10,8,8,10,9,7
furry,27,"Male, completely",cisgender,Completely heterosexual,us,,service,some_university,7,Never,Never,9,7,,7,8,10,8,10,9,7
furry,20,Mostly male,cisgender,Pansexual,se,Agnostic,student,ongoing_university,6,Less than once a year,Less than once a year,10,10,,10,10,10,9,8,10,10
fur_fan,18,"Male, completely",cisgender,Bisexual,us,,student,ongoing_highschool,7,Weekly,Weekly,10,10,,8,8,10,9,10,9,9
furry,19,"Male, completely",cisgender,Mostly homosexual,nl,Atheist,student,ongoing_highschool,3,Never,Daily,10,6,,5,5,10,4,10,10,9
furry,0,"Male, completely",cisgender,Bisexual,us,Atheist,student,ongoing_university,8,Several times a month,Monthly,10,10,,10,10,10,8,10,8,7
furry,18,Genderqueer/genderfluid,complicated,Pansexual,us,Agnostic,student,ongoing_highschool,8,Never,Weekly,10,4,,9,8,10,6,10,7,5
furry,34,"Male, completely",cisgender,Mostly homosexual,us,Agnostic,technical_it,technical_college,7,Never,Never,10,8,,6,6,9,8,10,8,5
furry,0,"Male, completely",complicated,"Bisexual, leaning homosexual",us,,,,8,Less than once a year,Weekly,10,9,,9,9,10,7,10,9,9
furry,18,"Male, completely",cisgender,Completely heterosexual,us,Atheist,student,ongoing_highschool,6,Never,Never,7,,,,8,10,5,10,8,10
furry,28,"Female, completely",cisgender,Completely heterosexual,ca,Agnostic,student,technical_college,7,Never,Several times a year,10,10,,10,10,10,9,10,10,10
furry,25,"Male, completely",cisgender,Mostly heterosexual,us,Atheist,technical_it,graduate_university,8,Daily,Never,8,10,,8,3,10,10,10,6,4
fur_fan,20,"Male, completely",cisgender,"Bisexual, leaning homosexual",ca,Atheist,student,technical_college,7,Never,Never,9,5,,8,8,10,8,9,9,9
furry,19,"Male, completely",cisgender,Asexual,my,"Christian, Protestant",student,graduate_highschool,5,Several times a month,Weekly,8,8,,8,8,9,9,9,8,8
furry_lifestyler,22,"Male, completely",cisgender,Bisexual,us,Atheist,Other,technical_college,9,Less than once a year,Never,8,9,,10,10,10,9,10,10,10
furry,27,"Male, completely",cisgender,Bisexual,ca,Atheist,student,ongoing_university,5,Monthly,Never,9,7,,8,6,10,8,8,10,7
furry,21,"Male, completely",cisgender,Other,us,Atheist,student,ongoing_university,3,Several times a year,Several times a year,10,3,,6,8,10,6,10,7,7
furry,23,"Male, completely",cisgender,Mostly heterosexual,us,"Christian, Catholic",student,ongoing_university,4,Daily,Never,8,8,,10,7,10,10,10,10,10
furry,21,"Male, completely",cisgender,Bisexual,de,Atheist,student,ongoing_university,7,Never,Monthly,10,4,,,,10,5,10,8,10
furry,25,"Male, completely",cisgender,Completely homosexual,us,Agnostic,service,some_university,10,Monthly,Never,9,10,,6,6,10,7,7,8,9
furry,20,"Male, completely",cisgender,Mostly homosexual,fr,Atheist,student,ongoing_university,2,Never,Never,10,7,,10,9,10,4,9,10,10
furry,28,"Male, completely",cisgender,Completely heterosexual,us,,student,ongoing_university,7,Weekly,Several times a month,10,10,,10,10,10,10,10,10,9
furry,19,"Male, completely",cisgender,Other,us,,creative_furry,ongoing_highschool,8,Several times a month,Weekly,10,10,,10,10,10,8,9,10,10
